CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
Application,Compound Interest and Simple Interest,32000,"Compound Interest, Simple Interest, Half-yearly compounding, Difference between CI and SI",Medium,False,(A) Rs. 24000,24000,(B) Rs. 28000,28000,(C) Rs. 30000,30000,(D) Rs. 32000,32000,,,11,The difference between the compound interest compounded half-yearly and the simple interest on a certain sum of money for 1.5 years at 10% per annum is Rs. 244. What is the sum of money?,MCQ,MockSet1_QA_11,Quantitative Aptitude,40,MockSet1_QA,"Let the sum be P. Rate R = 10% p.a. Time T = 1.5 years.
**Compound Interest (CI):** Compounded half-yearly.
Rate per period = 10%/2 = 5%. Number of periods n = 1.5 * 2 = 3.
CI = P * [(1 + 5/100)³ - 1] = P * [1.05³ - 1] = P * [1.157625 - 1] = 0.157625 * P.
**Simple Interest (SI):**
SI = P * (10/100) * 1.5 = 0.15 * P.
**Difference:**
CI - SI = 0.157625*P - 0.15*P = 0.007625*P.
Given CI - SI = 244.
0.007625 * P = 244.
P = 244 / 0.007625 = 244 * 1000000 / 7625.
P = 244 / (7625/1000000) = 244 * 1000000 / 7625 = 244 * (8000/61) (Divide by 125)
P = (244/61) * 8000 = 4 * 8000 = 32000.
The sum is Rs. 32000.
The correct option is (D).",Compound Interest,Arithmetic
Analysis,Logarithm Properties,12,"Logarithm Properties, Solving Logarithmic Equations",Hard,True,,,,,,,,,,,12,"If x and y are positive real numbers, find the value of x³ + y² given that it is an integer. The value of x is derived from the equation (log₃x) * (logₓ(2x-3)) = log₃(2x-3), subject to the condition log₃(2x-3) = 0. The value of y is derived from the equation (log₂y)² + log₂(y²/8) = 0.",TITA,MockSet1_QA_12,Quantitative Aptitude,40,MockSet1_QA,"**First equation:** The condition given is log₃(2x-3) = 0.
This implies 2x - 3 = 3⁰ = 1.
2x = 4, so x = 2.
This value satisfies the domain conditions for the original logarithms (x>0, x≠1, and 2x-3>0).
**Second equation:** (log₂y)² + log₂(y²/8) = 0.
Using log properties: log₂(y²/8) = log₂(y²) - log₂(8) = 2log₂y - 3.
Let L = log₂y. The equation becomes:
L² + 2L - 3 = 0.
Factoring the quadratic: (L+3)(L-1) = 0.
This gives two possible values for L: L = -3 or L = 1.
Case 1: log₂y = -3 => y = 2⁻³ = 1/8.
Case 2: log₂y = 1 => y = 2¹ = 2.
**Final Calculation:** We need to find the value of x³ + y² that is an integer.
Using y = 1/8: x³ + y² = 2³ + (1/8)² = 8 + 1/64. This is not an integer.
Using y = 2: x³ + y² = 2³ + 2² = 8 + 4 = 12. This is an integer.
The required integer value is 12.",Logarithms,Algebra
Application,Successive Percentage Change,1,"Population Change, Successive Percentage Change, Consecutive Integers",Easy,False,(A) 1,1,(B) 2,2,(C) 3,3,(D) 4,4,,,13,"The population of a town was 100,000. In the first year, it increased by x%. In the second year, it decreased by y%. In the third year, it increased by z%. If x, y, z are consecutive positive integers in increasing order (x, x+1, x+2) and the population at the end of the third year was 101,949 (rounded to nearest integer), what is the value of x?",MCQ,MockSet1_QA_13,Quantitative Aptitude,40,MockSet1_QA,"Initial population P_init = 100,000. Final population P_final = 101,949.
The final population is a result of successive percentage changes: +x%, -(x+1)%, +(x+2)%.
P_final = P_init * (1 + x/100) * (1 - (x+1)/100) * (1 + (x+2)/100).
101,949 = 100,000 * [(100+x)/100] * [(99-x)/100] * [(102+x)/100].
1.01949 = (100+x)(99-x)(102+x) / 1000000.
(100+x)(99-x)(102+x) = 1,019,490.
Test integer values for x.
If x=1: y=2, z=3.
Product = (100+1)(99-1)(102+1) = 101 * 98 * 103.
101 * 98 = 9898.
9898 * 103 = 9898 * (100+3) = 989800 + 29694 = 1019494.
This is extremely close to 1,019,490, consistent with the final population being rounded.
Thus, x=1 is the correct value.
The correct option is (A).",Percentages,Arithmetic
Application,Median and Area of Triangle,70 sq. units,"Median, Area of Triangle, Ratio of Areas",Medium,False,(A) 56 sq. units,56 sq. units,(B) 63 sq. units,63 sq. units,(C) 70 sq. units,70 sq. units,(D) 84 sq. units,84 sq. units,,,14,"In triangle ABC, AD is the median to BC, and BE is the angle bisector of angle B (E lies on AC). AD and BE intersect at point O. If AO:OD = 5:2 and the area of triangle AOB is 25 sq. units, find the area of triangle ABC.",MCQ,MockSet1_QA_14,Quantitative Aptitude,40,MockSet1_QA,"AD is a median to BC, and BE is an angle bisector of ∠B. They intersect at O.
Given AO:OD = 5:2 and Area(ΔAOB) = 25 sq. units.
In triangles AOB and BOD, vertex B is common and the bases AO and OD lie on the same line AD.
The ratio of their areas is equal to the ratio of their bases:
Area(ΔAOB) / Area(ΔBOD) = AO/OD
25 / Area(ΔBOD) = 5/2
Area(ΔBOD) = 25 * (2/5) = 10 sq. units.
The area of ΔABD = Area(ΔAOB) + Area(ΔBOD) = 25 + 10 = 35 sq. units.
Since AD is a median to BC, it divides ΔABC into two triangles of equal area.
Area(ΔABC) = 2 * Area(ΔABD) = 2 * 35 = 70 sq. units.
The correct option is (C).","Triangles (Properties, Congruence, Similarity)",Geometry
Analysis,Inequalities with Square Roots,90,"Square Root Inequality, Case Analysis, Quadratic Inequality, Sum of Squares",Medium,True,,,,,,,,,,,15,Find the sum of the squares of all positive integers x satisfying the inequality √(3x-5) > x-3.,TITA,MockSet1_QA_15,Quantitative Aptitude,40,MockSet1_QA,"The inequality is √(3x-5) > x-3.
Domain: 3x-5 ≥ 0 => x ≥ 5/3.
**Case 1:** x-3 < 0.
This applies for x < 3. The interval for this case is [5/3, 3).
Here, the LHS is non-negative and the RHS is negative. The inequality is always true.
Positive integers in this interval: x = 2.
**Case 2:** x-3 ≥ 0.
This applies for x ≥ 3.
Both sides are non-negative, so we can square both sides:
3x-5 > (x-3)²
3x-5 > x² - 6x + 9
0 > x² - 9x + 14
x² - 9x + 14 < 0.
Factoring: (x-2)(x-7) < 0. This holds for 2 < x < 7.
The solution for this case is the intersection of x ≥ 3 and 2 < x < 7, which is [3, 7).
Positive integers in this interval: x = 3, 4, 5, 6.
Combining solutions from both cases, the set of integers is {2, 3, 4, 5, 6}.
Sum of squares = 2² + 3² + 4² + 5² + 6² = 4 + 9 + 16 + 25 + 36 = 90.
The sum is 90.",Inequalities (Linear & Quadratic),Algebra
Application,Partnership,2800,"Partnership, Profit Sharing, Ratio of Investments",Easy,False,(A) Rs. 2400,2400,(B) Rs. 2700,2700,(C) Rs. 2800,2800,(D) Rs. 3200,3200,,,16,"A, B, and C enter into a partnership with investments in the ratio 5:6:8. After the business term, the profit is distributed. A is a working partner and receives a salary which is a certain part of the total profit, and the remaining profit is distributed among A, B, and C in the ratio of their investments. If B's share of this distributed profit (excluding any salary) is Rs. 2100, what is C's share of the distributed profit?",MCQ,MockSet1_QA_16,Quantitative Aptitude,40,MockSet1_QA,"The remaining profit (after any salary to A) is distributed among A, B, and C in the ratio of their investments, 5:6:8.
B's share of this distributed profit is Rs. 2100. This corresponds to 6 parts of the ratio.
6 parts = Rs. 2100.
1 part = Rs. 2100 / 6 = Rs. 350.
C's share of the distributed profit corresponds to 8 parts.
C's share = 8 parts * Rs. 350/part = Rs. 2800.
The information about A's salary is not needed to find C's share of the distributed profit.
The correct option is (C).","Ratio, Proportion & Variation",Arithmetic
Knowledge,Absolute Value Functions,4,"Absolute Value Function, Minimum Value of Function, Median property",Easy,False,(A) 2,2,(B) 4,4,(C) 6,6,(D) 8,8,,,17,Let f(x) = |x-2| + |x-4| + |x-6|. Find the minimum value of f(x).,MCQ,MockSet1_QA_17,Quantitative Aptitude,40,MockSet1_QA,"The function is f(x) = |x-2| + |x-4| + |x-6|.
The minimum value of a function of the form |x-a| + |x-b| + |x-c| + ... occurs at the median of the roots {a, b, c, ...}.
The roots are 2, 4, and 6. The median of this set is 4.
The minimum value occurs at x=4.
f(4) = |4-2| + |4-4| + |4-6| = |2| + |0| + |-2| = 2 + 0 + 2 = 4.
The minimum value is 4.
The correct option is (B).","Functions (Domain, Range, Types, Graphs, Inverse)",Algebra
Application,Rhombus Properties,15,"Rhombus, Diagonals of Rhombus, Area of Rhombus, Pythagoras Theorem",Medium,True,,,,,,,,,,,18,"The diagonals of a rhombus are in the ratio 3:4. If the area of the rhombus is 216 sq. cm, find its side length in cm.",TITA,MockSet1_QA_18,Quantitative Aptitude,40,MockSet1_QA,"Let the diagonals be d₁ and d₂. Given d₁:d₂ = 3:4.
Let d₁ = 3k and d₂ = 4k.
Area of rhombus = (1/2) * d₁ * d₂ = 216.
(1/2) * (3k) * (4k) = 216.
6k² = 216.
k² = 36 => k = 6.
Diagonals are d₁ = 3*6 = 18 cm and d₂ = 4*6 = 24 cm.
The diagonals of a rhombus bisect each other at right angles. Let the side be 's'.
(d₁/2)² + (d₂/2)² = s².
(18/2)² + (24/2)² = s².
9² + 12² = s².
81 + 144 = 225 = s².
s = √225 = 15 cm.
The side length is 15 cm.","Mensuration - 2D (Area & Perimeter: Triangles, Quadrilaterals, Polygons, Circles)",Mensuration
Analysis,Boats and Streams with Variable Speed,10,"Upstream Speed, Downstream Speed, Variable Speed",Hard,True,,,,,,,,,,,19,"A boat travels from point P to point Q upstream, a distance of 60 km, and returns to P downstream. The speed of the stream is 2 km/hr. On its upstream journey, after travelling for 2 hours, the boat's engine malfunctions, and its speed relative to still water for the remainder of the upstream journey is reduced by 20%. If the total time for the round trip (P to Q and back to P) was exactly 43/3 hours, find the normal speed of the boat in still water (in km/hr).",TITA,MockSet1_QA_19,Quantitative Aptitude,40,MockSet1_QA,"Let the normal speed of the boat in still water be 's' km/hr.
Stream speed = 2 km/hr. Upstream speed = s-2, Downstream speed = s+2.
**Upstream Journey (60 km):**
- Part 1: 2 hours at normal speed. Distance = 2(s-2).
- Part 2: Engine malfunctions. New still water speed = 0.8s. New upstream speed = 0.8s-2.
Remaining distance = 60 - 2(s-2) = 60 - 2s + 4 = 64 - 2s.
Time for Part 2 = (64 - 2s) / (0.8s - 2).
Total Upstream Time (T_up) = 2 + (64 - 2s) / (0.8s - 2).
**Downstream Journey (60 km):**
Time for Downstream (T_down) = 60 / (s+2).
**Total Trip Time:**
T_up + T_down = 43/3.
2 + (64 - 2s) / (0.8s - 2) + 60 / (s+2) = 43/3.
(64 - 2s) / (0.8s - 2) + 60 / (s+2) = 43/3 - 2 = 37/3.
Test options or likely integer values for 's'. Let's test s=10.
LHS = (64 - 2*10) / (0.8*10 - 2) + 60 / (10+2)
= (64 - 20) / (8 - 2) + 60 / 12
= 44/6 + 5 = 22/3 + 15/3 = 37/3.
This matches the RHS. The speed is 10 km/hr.","Time, Speed & Distance (Boats & Streams)",Arithmetic
Application,HCF and LCM Properties,80,"HCF, LCM, Product of two numbers, Quadratic equation from word problem",Easy,False,(A) 80,80,(B) 60,60,(C) 100,100,(D) 120,120,,,20,"The HCF of two numbers x and y (x>y) is 20 and their LCM is 240. If x-y=20, find x.",MCQ,MockSet1_QA_20,Quantitative Aptitude,40,MockSet1_QA,"Let the two numbers be x and y.
Given: HCF(x,y) = 20, LCM(x,y) = 240, x > y, x - y = 20.
We know that Product of numbers = HCF × LCM.
x * y = 20 * 240 = 4800.
From x - y = 20, we have x = y + 20.
Substitute x in the product equation:
(y + 20) * y = 4800.
y² + 20y - 4800 = 0.
Factoring the quadratic: (y + 80)(y - 60) = 0.
Since y must be a positive integer, y = 60.
Then x = y + 20 = 60 + 20 = 80.
The numbers are 80 and 60. They satisfy all conditions. The value of x is 80.
The correct option is (A).",HCF & LCM,Number System
Application,Mixtures and Ratios,40,"Mixture transfer, Ratio in Mixtures, Multi-step process",Medium,True,,,,,,,,,,,21,"Vessel X initially contains 120 litres of a mixture of juice and water in the ratio 7:5. Vessel Y initially contains 80 litres of a mixture of juice and water in the ratio 3:1. First, 48 litres of mixture are transferred from X to Y. Then, 32 litres of mixture are transferred from Y (after the first transfer) back to X. Find the final quantity of water in vessel X (in litres).",TITA,MockSet1_QA_21,Quantitative Aptitude,40,MockSet1_QA,"**Initial State:**
Vessel X: 120 L. J:W = 7:5 => J=70 L, W=50 L.
Vessel Y: 80 L. J:W = 3:1 => J=60 L, W=20 L.
**Step 1:** Transfer 48 L from X to Y.
Mixture from X is in ratio 7:5.
J transferred = (7/12)*48 = 28 L. W transferred = (5/12)*48 = 20 L.
**State after Step 1:**
Vessel X: J = 70-28=42, W = 50-20=30. Total = 72 L.
Vessel Y: J = 60+28=88, W = 20+20=40. Total = 128 L. (New ratio J:W = 88:40 = 11:5)
**Step 2:** Transfer 32 L from Y to X.
Mixture from Y is in ratio 11:5. Total parts = 16.
J transferred = (11/16)*32 = 22 L. W transferred = (5/16)*32 = 10 L.
**Final State of Vessel X:**
J_final = 42 + 22 = 64 L.
W_final = 30 + 10 = 40 L.
Total_final = 72 + 32 = 104 L.
The final quantity of water in vessel X is 40 litres.",Mixtures & Alligations,Arithmetic
Application,Probability and Combinatorics,2/5,"Classical Probability, Permutations, Divisibility by 3, Distinct digits",Medium,False,(A) 1/3,1/3,(B) 2/5,2/5,(C) 7/15,7/15,(D) 8/15,8/15,,,22,"From the digits {1, 2, 3, 4, 5}, a three-digit number is formed using distinct digits. What is the probability that the number formed is a multiple of 3?",MCQ,MockSet1_QA_22,Quantitative Aptitude,40,MockSet1_QA,"**Total Outcomes:** Form a 3-digit number from {1, 2, 3, 4, 5} using distinct digits.
Number of ways = P(5,3) = 5 × 4 × 3 = 60.
**Favorable Outcomes:** The number must be a multiple of 3.
The sum of its digits must be a multiple of 3. We find combinations of 3 distinct digits from the set {1, 2, 3, 4, 5} whose sum is a multiple of 3.
- {1, 2, 3} -> Sum = 6 (Multiple of 3)
- {1, 3, 5} -> Sum = 9 (Multiple of 3)
- {2, 3, 4} -> Sum = 9 (Multiple of 3)
- {3, 4, 5} -> Sum = 12 (Multiple of 3)
There are 4 such sets of digits.
For each set of 3 distinct digits, we can form 3! = 6 distinct numbers.
Total number of favorable numbers = 4 sets × 6 numbers/set = 24.
**Probability:**
P(multiple of 3) = Favorable Outcomes / Total Outcomes = 24 / 60 = 2/5.
The correct option is (B).",Probability,Modern Maths
