CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
,"Triangles (Properties, Congruence, Similarity)",4,"Area of similar triangles, Ratio of sides",Medium,False,90 sq. cm,1,100 sq. cm,2,105 sq. cm,3,120 sq. cm,4,,,11,"In a triangle ABC, D and E are points on sides AB and AC respectively such that AD = 2 BD and AE:EC = 3:2. If the area of triangle ADE is 48 sq. cm, what is the area of triangle ABC?",MCQ,304981928,Quantitative Ability,,MockSet1_QA,"The area of triangle ADE is related to the area of triangle ABC by the formula:
Area(ADE) / Area(ABC) = (AD/AB) × (AE/AC).
Given AD = 2 BD, so AD/BD = 2/1. Thus AB = AD + BD = AD + (1/2)AD = (3/2)AD.
This gives AD/AB = 2/3.
Given AE:EC = 3:2. So AE/EC = 3/2. Thus AC = AE + EC. Since AE/EC=3/2, EC=(2/3)AE. So AC = AE + (2/3)AE = (5/3)AE.
This gives AE/AC = AE / ((5/3)AE) = 3/5.
So, Area(ADE) / Area(ABC) = (2/3) × (3/5) = 6/15 = 2/5.
We are given Area(ADE) = 48 sq. cm.
48 / Area(ABC) = 2/5.
Area(ABC) = 48 × (5/2) = 24 × 5 = 120 sq. cm.
The correct option is (D).","Triangles (Properties, Congruence, Similarity)",Geometry
,Set Theory & Venn Diagrams,60,"Principle of Inclusion-Exclusion, Exactly two sets",Easy,True,,,,,,,,,,,12,"In a survey of 200 people, it was found that 120 read Newspaper A, 90 read Newspaper B, and 70 read Newspaper C. 40 read both A and B, 30 read both B and C, 50 read both A and C, and 20 read all three. How many people read exactly two newspapers? (TITA)",TITA,182773920,Quantitative Ability,,MockSet1_QA,"Let A, B, C denote the sets of people who read Newspaper A, B, C respectively.
Given: |A|=120, |B|=90, |C|=70, |A∩B|=40, |B∩C|=30, |A∩C|=50, |A∩B∩C|=20.
Number of people who read exactly two newspapers is given by:
(|A∩B| - |A∩B∩C|) + (|B∩C| - |A∩B∩C|) + (|A∩C| - |A∩B∩C|)
= (|A∩B| + |B∩C| + |A∩C|) - 3 × |A∩B∩C|
= (40 + 30 + 50) - 3 × 20
= 120 - 60 = 60.
The number of people who read exactly two newspapers is 60.",Set Theory & Venn Diagrams,Modern Maths
,Quadratic Equations,-3,"Properties of roots, Discriminant",Hard,True,,,,,,,,,,,13,"If the roots of the quadratic equation x² – (k+2)x + (k²+3k+2) = 0 are α and β, and (α - β)² = N, where N is a non-negative integer. Find the sum of all possible integer values of k for which the roots α, β are real and N ≤ 1. (TITA)",TITA,394881720,Quantitative Ability,,MockSet1_QA,"The quadratic equation is x² – (k+2)x + (k²+3k+2) = 0.
Let the roots be α and β.
Then α+β = k+2 and αβ = k²+3k+2 = (k+1)(k+2).
For the roots α, β to be real, the discriminant D_roots must be non-negative.
D_roots = (α+β)² - 4αβ = (k+2)² - 4(k+1)(k+2) = (k+2)[(k+2) - 4(k+1)]
= (k+2)(k+2 - 4k-4) = (k+2)(-3k-2) = -(k+2)(3k+2).
So, we need -(k+2)(3k+2) ≥ 0, which implies (k+2)(3k+2) ≤ 0.
This inequality holds for k ∈ [-2, -2/3].
We are given (α-β)² = N. Note that (α-β)² is D_roots.
So, N = -(k+2)(3k+2).
We are given N is a non-negative integer and N ≤ 1.
Case 1: N = 0.
-(k+2)(3k+2) = 0.
This means k+2=0 or 3k+2=0. So k=-2 or k=-2/3.
Since k must be an integer, k=-2 is a possible value. This value is in the interval [-2, -2/3].
Case 2: N = 1.
-(k+2)(3k+2) = 1.
(k+2)(3k+2) = -1.
3k² + 2k + 6k + 4 = -1.
3k² + 8k + 4 = -1.
3k² + 8k + 5 = 0.
Factoring the quadratic: (3k+5)(k+1) = 0.
So, k = -5/3 or k = -1.
Since k must be an integer, k=-1 is a possible value. This value is in the interval [-2, -2/3] because -2 ≤ -1 ≤ -2/3.
The possible integer values of k are -2 and -1.
The sum of these values is -2 + (-1) = -3.",Quadratic Equations,Algebra
,"Triangles (Special: Equilateral, Isosceles, Right-angled)",1,"Right-angled triangle, Perimeter, Sum of squares of sides",Hard,False,55 cm,1,60 cm,2,61 cm,3,65 cm,4,,,14,The perimeter of a right-angled triangle is 132 cm and the sum of the squares of its sides is 6050 cm². What is the length of the hypotenuse of the triangle?,MCQ,678912345,Quantitative Ability,,MockSet1_QA,"Let the sides of the right-angled triangle be a, b and hypotenuse h.
Perimeter: a + b + h = 132.
Sum of squares of sides: a² + b² + h² = 6050.
Using the Pythagorean theorem, a² + b² = h².
Substitute into the sum of squares: h² + h² = 6050.
2h² = 6050.
h² = 3025.
To find h, note that 50² = 2500 and 60² = 3600. Since 3025 ends in 5, h must end in 5.
Let's check 55: 55² = (50+5)² = 2500 + 2(50)(5) + 25 = 2500 + 500 + 25 = 3025.
So, h = 55 cm.
The correct option is (A).","Triangles (Special: Equilateral, Isosceles, Right-angled)",Geometry
,"Sequences & Series (AP, GP, HP, Special Series)",20,"Arithmetic Progression, N-th term from sum",Medium,True,,,,,,,,,,,15,"The sum of the first 'n' terms of an arithmetic progression is given by Sₙ = 3n² + 5n. If the k-th term of this AP is 122, what is the value of k? (TITA)",TITA,543219876,Quantitative Ability,,MockSet1_QA,"Given Sₙ = 3n² + 5n.
The n-th term Tₙ = Sₙ - Sₙ₋₁ (for n ≥ 2).
Tₙ = (3n² + 5n) - [3(n-1)² + 5(n-1)]
Tₙ = (3n² + 5n) - [3(n²-2n+1) + 5n-5]
Tₙ = (3n² + 5n) - [3n²-6n+3 + 5n-5]
Tₙ = (3n² + 5n) - (3n²-n-2)
Tₙ = 6n + 2.
To check for n=1: T₁ = S₁ = 3(1)² + 5(1) = 8.
Using the formula T₁ = 6(1)+2 = 8. The formula is valid for n=1 as well.
Given that the k-th term Tₖ = 122.
So, 6k + 2 = 122.
6k = 120.
k = 120/6 = 20.
The value of k is 20.","Sequences & Series (AP, GP, HP, Special Series)",Algebra
,Logarithms,2,"Logarithmic equations, Change of base",Hard,False,64,1,128,2,256,3,512,4,,,16,"If x and y are positive real numbers such that log₈(x³) + log₄(y²) = 7 and logₓ(8) - logᵧ(4) = 1, then the value of xy is:",MCQ,678902345,Quantitative Ability,,MockSet1_QA,"The first equation: log₈(x³) + log₄(y²) = 7.
Using the property log_{a^m}(b^n) = (n/m)log_a(b):
log_{2³}(x³) + log_{2²}(y²) = 7.
(3/3)log₂(x) + (2/2)log₂(y) = 7.
log₂(x) + log₂(y) = 7.
log₂(xy) = 7.
xy = 2⁷ = 128.
The second equation logₓ(8) - logᵧ(4) = 1 can be used to find individual values of x and y, but xy is determined by the first equation alone.
The value of xy = 128.
The correct option is (B).",Logarithms,Algebra
,HCF & LCM,4,"Remainders, Largest N-digit number",Hard,False,24,1,25,2,26,3,29,4,,,17,"Let N be the largest four-digit number which when divided by 12, 15, 20 and 24 leaves remainders 8, 11, 16 and 20 respectively. What is the sum of the digits of N?",MCQ,890123456,Quantitative Ability,,MockSet1_QA,"N leaves remainders 8, 11, 16, 20 when divided by 12, 15, 20, 24 respectively.
The differences are: 12-8=4, 15-11=4, 20-16=4, 24-20=4.
So, N is of the form k × LCM(12, 15, 20, 24) - 4.
LCM calculation:
12 = 2² × 3
15 = 3 × 5
20 = 2² × 5
24 = 2³ × 3
LCM(12, 15, 20, 24) = 2³ × 3 × 5 = 8 × 3 × 5 = 120.
So N = 120k - 4.
We need the largest four-digit number. The largest four-digit number is 9999.
120k - 4 ≤ 9999
120k ≤ 10003
k ≤ 10003 / 120 ≈ 83.358.
The largest integer k is 83.
N = 120 × 83 - 4 = 9960 - 4 = 9956.
The sum of the digits of N = 9 + 9 + 5 + 6 = 29.
The correct option is (D).",HCF & LCM,Number System
,Remainders (incl. Remainder Theorem),11,"Modular arithmetic, Order of element",Hard,True,,,,,,,,,,,18,What is the smallest positive integer k such that 2026^k leaves a remainder of 1 when divided by 23? (TITA),TITA,432108765,Quantitative Ability,,MockSet1_QA,"We need to find the smallest positive integer k such that 2026^k ≡ 1 (mod 23).
First, find the remainder of 2026 when divided by 23.
2026 = 23 × q + r.
We know 23 × 80 = 1840.
2026 - 1840 = 186.
23 × 8 = 184.
So, 2026 = 23 × 88 + 2.
Thus, 2026 ≡ 2 (mod 23).
The problem reduces to finding the smallest positive integer k such that 2^k ≡ 1 (mod 23).
This k is the order of 2 modulo 23.
By Fermat's Little Theorem, since 23 is a prime number, 2^(23-1) ≡ 2²² ≡ 1 (mod 23).
The order k must be a divisor of 22. The divisors of 22 are 1, 2, 11, 22.
k=1: 2¹ = 2 ≡ 2 (mod 23).
k=2: 2² = 4 ≡ 4 (mod 23).
k=11:
2³ = 8
2⁴ = 16
2⁵ = 32 ≡ 9 (mod 23)
2¹⁰ = (2⁵)² ≡ 9² = 81.
81 = 3 × 23 + 12 (since 3 × 23 = 69). So 2¹⁰ ≡ 12 (mod 23).
2¹¹ = 2 × 2¹⁰ ≡ 2 × 12 = 24 ≡ 1 (mod 23).
The smallest positive integer k is 11.",Remainders (incl. Remainder Theorem),Number System
,"Time, Speed & Distance (General)",2,"Variable speed, Scheduled time, Delays",Hard,False,12 minutes,1,15 minutes,2,18 minutes,3,20 minutes,4,,,19,"A bus travels from point P to point Q. On a particular day, it covers the first 40% of the distance in 50% of its scheduled time. It then encounters a delay of 'd' minutes. To arrive at Q on schedule, it has to increase its speed by 50% of its original scheduled speed for the rest of the journey. If the scheduled time for the entire journey was 2 hours 30 minutes, find the value of 'd'.",MCQ,901234567,Quantitative Ability,,MockSet1_QA,"Let D be the total distance and T_sch = 150 minutes be the scheduled time.
The original scheduled speed is S_orig = D / T_sch = D / 150.
Part 1: Distance covered d₁ = 0.4D. Time taken t₁ = 0.5 T_sch = 0.5 × 150 = 75 minutes.
Remaining distance d₂ = D - 0.4D = 0.6D.
Scheduled time for this remaining part would be T_sch - t₁ = 150 - 75 = 75 minutes.
After a delay of 'd' minutes, the time available for the rest of the journey is (75 - d) minutes.
The new speed for the rest of the journey is S₂ = S_orig + 0.5 S_orig = 1.5 S_orig.
The time taken to cover d₂ with speed S₂ is t₂ = d₂ / S₂ = 0.6D / (1.5 S_orig).
Substitute D = 150 S_orig:
t₂ = (0.6 × 150 S_orig) / (1.5 S_orig) = (0.6 × 150) / 1.5 = 90 / 1.5 = 900 / 15 = 60 minutes.
This time t₂ must be equal to the available time (75 - d).
So, 60 = 75 - d.
d = 75 - 60 = 15 minutes.
The correct option is (B).","Time, Speed & Distance (General)",Arithmetic
,"Mensuration - 3D (Volume & Surface Area: Cubes, Cuboids, Cylinders, Cones, Spheres, Prisms, Pyramids, Frustum)",126,"Volume conversion, Sphere to cones",Medium,True,,,,,,,,,,,20,"A solid metallic sphere of radius 10.5 cm is melted and recast into a number of smaller identical cones, each of radius 3.5 cm and height 3 cm. What is the maximum number of such cones that can be formed? (Use π = 22/7) (TITA)",TITA,123567890,Quantitative Ability,,MockSet1_QA,"Volume of the sphere V_sph = (4/3)πR³. Given R = 10.5 cm.
V_sph = (4/3)π(10.5)³.
Volume of one cone V_cone = (1/3)πr²h. Given r = 3.5 cm and h = 3 cm.
V_cone = (1/3)π(3.5)²(3) = π(3.5)².
Number of cones N = V_sph / V_cone.
N = [(4/3)π(10.5)³] / [π(3.5)²].
N = (4/3) × [(10.5)³ / (3.5)²].
Since 10.5 = 3 × 3.5:
N = (4/3) × (10.5 × 10.5 × 10.5) / (3.5 × 3.5)
N = (4/3) × ( (10.5/3.5) × (10.5/3.5) × 10.5 )
N = (4/3) × (3 × 3 × 10.5) = 4 × 3 × 10.5 = 12 × 10.5.
N = 12 × (21/2) = 6 × 21 = 126.
The maximum number of such cones is 126.","Mensuration - 3D (Volume & Surface Area: Cubes, Cuboids, Cylinders, Cones, Spheres, Prisms, Pyramids, Frustum)",Geometry
,Mixtures & Alligations,2,"Mixture replacement, Ratio change",Medium,False,70,1,84,2,98,3,112,4,,,21,"A container has a mixture of milk and water in the ratio 7:3. If 20 litres of this mixture is removed and replaced with 20 litres of water, the ratio of milk to water becomes 7:5. What was the initial quantity of milk in the container (in litres)?",MCQ,234678901,Quantitative Ability,,MockSet1_QA,"Let the initial quantities of milk and water be 7k and 3k litres respectively.
Total initial mixture = 10k litres.
When 20 litres of this mixture is removed:
Milk removed = (7/10) × 20 = 14 litres.
Water removed = (3/10) × 20 = 6 litres.
Remaining milk in the container = 7k - 14 litres.
Remaining water in the container = 3k - 6 litres.
Then, 20 litres of water is added to the container.
New quantity of milk = 7k - 14 litres.
New quantity of water = (3k - 6) + 20 = 3k + 14 litres.
The new ratio of milk to water is 7:5.
(7k - 14) / (3k + 14) = 7/5.
Since (7k - 14) = 7(k - 2), and assuming k≠2 (if k=2, initial milk is 14L, initial mixture is 20L. Removing 20L leaves 0 milk, ratio 0:20, not 7:5).
7(k - 2) / (3k + 14) = 7/5.
(k - 2) / (3k + 14) = 1/5.
5(k - 2) = 1(3k + 14).
5k - 10 = 3k + 14.
2k = 24.
k = 12.
The initial quantity of milk = 7k = 7 × 12 = 84 litres.
The correct option is (B).",Mixtures & Alligations,Arithmetic
,Permutations & Combinations,2,"Number formation, Divisibility, Distinct digits",Hard,False,192,1,216,2,228,3,240,4,,,22,"How many 5-digit numbers can be formed using the digits 0, 1, 2, 3, 4, 5 such that the number is divisible by 5 and no digit is repeated?",MCQ,345789012,Quantitative Ability,,MockSet1_QA,"The digits available are {0, 1, 2, 3, 4, 5}.
We need to form 5-digit numbers, so the first digit cannot be 0.
The number must be divisible by 5, so the unit digit must be 0 or 5.
No digit is repeated.
Case 1: The unit digit is 0.
The positions are: D₁ D₂ D₃ D₄ 0.
The first digit D₁ can be chosen from {1, 2, 3, 4, 5} (5 choices).
For the remaining 3 positions (D₂, D₃, D₄), we choose 3 digits from the remaining 4 unused digits.
Number of ways to fill D₂ = 4 choices.
Number of ways to fill D₃ = 3 choices.
Number of ways to fill D₄ = 2 choices.
Number of such numbers = 5 × 4 × 3 × 2 = 120.
Case 2: The unit digit is 5.
The positions are: D₁ D₂ D₃ D₄ 5.
The first digit D₁ cannot be 0 and cannot be 5. So, D₁ can be chosen from {1, 2, 3, 4} (4 choices).
After choosing D₁ and the unit digit (5), two distinct digits are used.
We have 6 - 2 = 4 digits remaining for the other 3 positions (D₂, D₃, D₄). One of these remaining digits is 0.
Number of ways to fill D₂ from these 4 remaining digits = 4 choices.
Number of ways to fill D₃ from the remaining 3 digits = 3 choices.
Number of ways to fill D₄ from the remaining 2 digits = 2 choices.
Number of such numbers = 4 (for D₁) × 4 (for D₂) × 3 (for D₃) × 2 (for D₄) = 96.
Total number of 5-digit numbers = Numbers from Case 1 + Numbers from Case 2
= 120 + 96 = 216.
The correct option is (B).",Permutations & Combinations,Modern Maths
