CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
Application,Cascading percentages for expenditure and savings.,40000,"Cascading Percentages, Income, Expenditure, Savings",Medium,FALSE,"₹40,000",40000,"₹45,000",45000,"₹50,000",50000,"₹60,000",60000,,,11,"Mohan spends 20% of his monthly income on rent. Of the remaining, he spends 25% on food. Of the rest, he spends 30% on travel and entertainment. If his monthly savings are ₹16,800, what is his monthly income?",MCQ,Q99,QA,40,MockSet1_QA,"Let Mohan's monthly income be I.
Amount spent on rent = 0.20I. Remaining = 0.80I.
Amount spent on food = 0.25 * (0.80I) = 0.20I. Remaining = 0.80I - 0.20I = 0.60I.
Amount spent on travel/entertainment = 0.30 * (0.60I) = 0.18I.
Savings = 0.60I - 0.18I = 0.42I.
Given savings = ₹16,800.
0.42I = 16800.
I = 16800 / 0.42 = 1680000 / 42 = 40000.
His monthly income is ₹40,000.
The correct option is (a).",Percentages,Arithmetic
Analysis,Solving rational polynomial inequalities using the wavy curve method.,5,"Rational Inequality, Polynomial Inequality, Sign Analysis, Integer Solutions",Hard,FALSE,3,3,4,4,5,5,6,6,,,12,Find the number of integer solutions to the inequality: (x² - 9)(x² - 2x - 15) / (x² + 5x + 4) ≤ 0.,MCQ,Q100,QA,40,MockSet1_QA,"The inequality is (x² - 9)(x² - 2x - 15) / (x² + 5x + 4) ≤ 0.
Factorize each term:
(x-3)(x+3)(x-5)(x+3) / ((x+1)(x+4)) ≤ 0
(x-3)(x+3)²(x-5) / ((x+1)(x+4)) ≤ 0
Critical points are -4, -3, -1, 3, 5. The expression is undefined at x=-4, -1. The expression is zero at x=3, 5, -3.
The term (x+3)² is always ≥ 0, so it does not affect the sign of the inequality for x ≠ -3.
We analyze the sign of (x-3)(x-5) / ((x+1)(x+4)).
The intervals where the expression is negative are (-4, -1) and (3, 5).
The solution set is where the expression is ≤ 0.
This includes the intervals (-4, -1) and [3, 5]. We also include the root x=-3.
The integer solutions are:
From (-4, -1): -3, -2.
From [3, 5]: 3, 4, 5.
Total integer solutions are -3, -2, 3, 4, 5. There are 5 solutions.
The correct option is (c).",Inequalities (Linear & Quadratic),Algebra
Analysis,Application of Euler's totient theorem for modular exponentiation.,7,"Euler's Totient Theorem, Modular Arithmetic, Nested Exponents",Hard,TRUE,,,,,,,,,,,13,Find the remainder when 7^(5^123) is divided by 30. (Enter your answer as an integer),TITA,Q101,QA,40,MockSet1_QA,"To find the remainder of 7^(5^123) when divided by 30, we reduce the exponent modulo φ(30).
φ(30) = φ(2 * 3 * 5) = φ(2) * φ(3) * φ(5) = 1 * 2 * 4 = 8.
By Euler's totient theorem, 7⁸ ≡ 1 (mod 30).
We need to find the exponent 5^123 modulo 8.
5¹ ≡ 5 (mod 8)
5² = 25 ≡ 1 (mod 8)
The powers of 5 modulo 8 cycle with length 2. Since 123 is odd, 5^123 ≡ 5¹ ≡ 5 (mod 8).
The main exponent E = 5^123 can be written as 8k + 5.
So, 7^(5^123) ≡ 7^(8k+5) ≡ (7⁸)^k * 7⁵ ≡ 1^k * 7⁵ ≡ 7⁵ (mod 30).
Now, 7² = 49 ≡ 19 (mod 30).
7⁴ ≡ 19² = 361 ≡ 1 (mod 30).
7⁵ = 7⁴ * 7 ≡ 1 * 7 ≡ 7 (mod 30).
The remainder is 7.
The answer is 7.",Remainders (incl. Remainder Theorem),Number System
Application,Work and efficiency problem solved with a system of linear equations.,24,"Work and Efficiency, System of Equations",Medium,FALSE,16,16,20,20,24,24,30,30,,,14,"Rahul and Sanjay undertake to complete a task. Rahul works for 10 days and Sanjay works for 9 days to complete the task. If they had both worked together, they would have completed the task in 9.6 days. In how many days can Sanjay alone complete the task?",MCQ,Q102,QA,40,MockSet1_QA,"Let R and S be the rates of work for Rahul and Sanjay, respectively (tasks per day). The total work is 1 unit.
From the first condition: 10R + 9S = 1 (Eq. 1).
If they work together, they finish in 9.6 days: (R + S) * 9.6 = 1, so R + S = 1 / 9.6 = 10 / 96 = 5 / 48 (Eq. 2).
From Eq. 2, R = 5/48 - S.
Substitute this into Eq. 1:
10(5/48 - S) + 9S = 1
50/48 - 10S + 9S = 1
25/24 - S = 1
S = 25/24 - 1 = 1/24.
Sanjay's rate of work is 1/24 of the task per day.
The time taken by Sanjay alone is 1/S = 24 days.
The correct option is (c).",Time & Work,Arithmetic
Analysis,Conditions for repeated roots in a cubic polynomial (factorization and discriminant).,6,"Repeated Roots, Cubic Equation, Discriminant of Quadratic",Hard,TRUE,,,,,,,,,,,15,"Find all real values of k for which the cubic equation x³ - kx² + (2k-1)x - k = 0 has a repeated real root. If there are multiple such values, enter their sum. (Enter your answer as an integer)",TITA,Q103,QA,40,MockSet1_QA,"The equation is P(x) = x³ - kx² + (2k-1)x - k = 0.
By inspection, P(1) = 1 - k + (2k-1) - k = 0. So, (x-1) is a factor.
Dividing P(x) by (x-1) gives the quadratic factor: x² - (k-1)x + k.
The equation is (x-1)(x² - (k-1)x + k) = 0.
A repeated root can occur if the quadratic factor has repeated roots. This happens if its discriminant is zero.
D = (-(k-1))² - 4(1)(k) = 0
(k-1)² - 4k = 0
k² - 2k + 1 - 4k = 0
k² - 6k + 1 = 0.
This is a quadratic in k. The sum of the values of k for which this holds is -(-6)/1 = 6.
The answer is 6.",Polynomials (Higher degree equations),Algebra
Application,Area formulas for regular polygons inscribed in a circle.,3√3 : 4√2,"Regular Hexagon, Regular Octagon, Area Ratio, Inscribed Polygons",Medium,FALSE,3√3 : 4√2,3√3 : 4√2,3√2 : 4√3,3√2 : 4√3,√3 : 2√2,√3 : 2√2,2√3 : 3√2,2√3 : 3√2,,,16,A regular hexagon and a regular octagon are inscribed in the same circle. What is the ratio of the area of the hexagon to the area of the octagon?,MCQ,Q104,QA,40,MockSet1_QA,"The area of a regular hexagon inscribed in a circle of radius R is (3√3/2)R².
The area of a regular octagon inscribed in the same circle is 2√2 R².
The ratio of the area of the hexagon to the area of the octagon is:
Ratio = [(3√3/2)R²] / [2√2 R²]
Ratio = (3√3/2) / (2√2) = 3√3 / (4√2).
This corresponds to 3√3 : 4√2.
The correct option is (a).",Mensuration - 2D (Area & Perimeter: Polygons),Geometry
Application,Correcting errors in data to find the correct average.,48,"Correcting Misread Observations, Average Calculation, Problem Solving",Medium,FALSE,42,42,48,48,52,52,58,58,,,17,"The average weight of 20 students in a class is 60 kg. It was later found that the weights of two students were misread. One student's weight was read as 54 kg instead of his actual weight of 64 kg. Another student's weight was read as 48 kg instead of his actual weight of X kg. If the correct average weight of the 20 students is 60.5 kg, find the value of X.",MCQ,Q105,QA,40,MockSet1_QA,"Original average of 20 students = 60 kg. Original total weight = 20 * 60 = 1200 kg.
Correct average = 60.5 kg. Correct total weight = 20 * 60.5 = 1210 kg.
The net change in total weight = 1210 - 1200 = +10 kg.
This change is the sum of individual corrections.
Correction 1 (first student): Actual - Misread = 64 - 54 = +10 kg.
Correction 2 (second student): Actual - Misread = X - 48.
Total change = Correction 1 + Correction 2
10 = (+10) + (X - 48)
10 = 10 + X - 48
0 = X - 48
X = 48 kg.
The correct option is (b).",Averages & Weighted Averages,Arithmetic
Application,Definition of continuity for a piecewise function.,14,"Piecewise Functions, Continuity",Medium,FALSE,6,6,7,7,8,8,14,14,,,18,"Consider the function f(x) defined as:
f(x) = 2x + k, for x ≤ 1
f(x) = x² - 3x + 5, for 1 < x ≤ 4
f(x) = -x + m, for x > 4
If f(x) is continuous for all real x, find the value of k + m.",MCQ,Q106,QA,40,MockSet1_QA,"For f(x) to be continuous at x = 1, the left-hand limit must equal the right-hand limit: lim(x→1⁻) f(x) = lim(x→1⁺) f(x).
2(1) + k = 1² - 3(1) + 5
2 + k = 1 - 3 + 5 = 3
k = 1.
For f(x) to be continuous at x = 4: lim(x→4⁻) f(x) = lim(x→4⁺) f(x).
4² - 3(4) + 5 = -4 + m
16 - 12 + 5 = -4 + m
9 = -4 + m
m = 13.
The value of k + m = 1 + 13 = 14.
The correct option is (d).","Functions (Domain, Range, Types, Graphs, Inverse)",Algebra
Analysis,Set theory and percentage application on population data.,100,"Population Segmentation, Literate/Illiterate, Adult/Minor, Set Theory Application",Hard,TRUE,,,,,,,,,,,19,"In a city, 60% of the population are adults. 70% of the total population is literate. If 50% of the adult population is literate, what percentage of the minor population is literate? (Enter your answer as an integer, rounded to the nearest whole number if non-integer)",TITA,Q107,QA,40,MockSet1_QA,"Let the total population be 100.
Adult Population = 60% of 100 = 60.
Minor Population = 100 - 60 = 40.
Total Literate Population = 70% of 100 = 70.
Literate Adult Population = 50% of Adult Population = 0.50 * 60 = 30.
Literate Minor Population = Total Literate Population - Literate Adult Population = 70 - 30 = 40.
Percentage of Minor Population that is Literate = (Literate Minors / Minor Population) * 100
= (40 / 40) * 100 = 100%.
The answer is 100.",Percentages,Arithmetic
Analysis,Solving pipes and cisterns problem using a system of linear equations.,40,"Multiple Pipes, Variable Configuration, System of Equations",Hard,TRUE,,,,,,,,,,,20,"A tank is filled by 5 identical filling pipes and drained by 3 identical draining pipes. When all 8 pipes are open, the tank fills in 10 hours. If, instead, 3 filling pipes and 5 draining pipes are open, the tank fills in 30 hours. In how many hours can one filling pipe alone fill the empty tank? (Enter your answer as an integer)",TITA,Q108,QA,40,MockSet1_QA,"Let f be the rate of one filling pipe and d be the rate of one draining pipe (tanks/hour).
Scenario 1: (5f - 3d) * 10 = 1 → 50f - 30d = 1 (Eq. 1)
Scenario 2: (3f - 5d) * 30 = 1 → 90f - 150d = 1 (Eq. 2)
Multiply Eq. 1 by 5 to eliminate d:
5 * (50f - 30d) = 5 * 1 → 250f - 150d = 5 (Eq. 3)
Subtract Eq. 2 from Eq. 3:
(250f - 150d) - (90f - 150d) = 5 - 1
160f = 4
f = 4 / 160 = 1/40.
The rate of one filling pipe is 1/40 tanks per hour.
The time for one filling pipe to fill the tank is 1/f = 40 hours.
The answer is 40.",Pipes & Cisterns,Arithmetic
Analysis,Multi-step profit and loss calculation with changing CP and SP.,25,"Cost Price, Selling Price, Profit Percentage Change, Multi-step problem",Hard,TRUE,,,,,,,,,,,21,"An article is sold at a certain price. If it were sold at this price, there would be a profit of P%. The cost price of the article was ₹800. Later, the cost price of the article increased by 20%, and the selling price also increased by ₹152. Due to these changes, the new profit percentage became (P-5)%. What is the value of P? (Enter your answer as an integer)",TITA,Q109,QA,40,MockSet1_QA,"Original CP = ₹800. Original profit = P%.
Original SP = 800 * (1 + P/100) = 800 + 8P.
New CP = 800 * 1.20 = ₹960.
New SP = Original SP + 152 = (800 + 8P) + 152 = 952 + 8P.
New Profit = New SP - New CP = (952 + 8P) - 960 = 8P - 8.
The new profit percentage is (New Profit / New CP) * 100.
P-5 = [(8P - 8) / 960] * 100
P-5 = [8(P-1) * 100] / 960
P-5 = (P-1) * (800 / 960) = (P-1) * (5/6).
6(P-5) = 5(P-1)
6P - 30 = 5P - 5
P = 25.
The answer is 25.","Profit, Loss & Discount",Arithmetic
Application,Relative speed application for train overtaking pedestrians.,200,"Relative Speed, Overtaking Pedestrians, Consistency Check, System of Equations",Medium,TRUE,,,,,,,,,,,22,A train travelling at a certain speed overtakes a pedestrian walking in the same direction at a speed of 4 km/hr in 18 seconds. It overtakes another pedestrian walking in the same direction at a speed of 8 km/hr in 20 seconds. What is the length of the train in meters? (Enter your answer as an integer),TITA,Q110,QA,40,MockSet1_QA,"Let the length of the train be L meters and its speed be S_t m/s.
Convert pedestrian speeds to m/s:
S_p1 = 4 km/hr = 4 * (5/18) = 10/9 m/s.
S_p2 = 8 km/hr = 8 * (5/18) = 20/9 m/s.
Case 1: L = (S_t - 10/9) * 18 → L = 18*S_t - 20 (Eq. 1).
Case 2: L = (S_t - 20/9) * 20 → L = 20*S_t - 400/9 (Eq. 2).
Equating both expressions for L:
18*S_t - 20 = 20*S_t - 400/9
2*S_t = 400/9 - 20 = (400 - 180)/9 = 220/9.
S_t = 110/9 m/s.
Substitute S_t into Eq. 1 to find L:
L = 18 * (110/9) - 20 = 2 * 110 - 20 = 220 - 20 = 200.
The length of the train is 200 meters.
The answer is 200.","Time, Speed & Distance (Problems on Trains)",Arithmetic
