CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
Analyzing,"Area of similar triangles, Ratio of sides",D,"Area of similar triangles, Ratio of sides",Medium,False,90 sq. cm,A,100 sq. cm,B,105 sq. cm,C,120 sq. cm,D,,,11,"In a triangle ABC, D and E are points on sides AB and AC respectively such that AD = 2 BD and AE:EC = 3:2. If the area of triangle ADE is 48 sq. cm, what is the area of triangle ABC?",MCQ,304981928,QA,40,MockSet1_QA,"The ratio of areas Area(ADE) / Area(ABC) = (AD/AB) × (AE/AC).
Given AD = 2 BD, so AD/BD = 2/1. This means AB = AD + BD = AD + 0.5 AD = 1.5 AD. So, AD/AB = AD/(1.5 AD) = 2/3.
Given AE:EC = 3:2. This means AC = AE + EC = AE + (2/3)AE = (5/3)AE. So, AE/AC = AE/((5/3)AE) = 3/5.
Area(ADE) / Area(ABC) = (2/3) × (3/5) = 2/5.
Given Area(ADE) = 48 sq. cm.
48 / Area(ABC) = 2/5.
Area(ABC) = 48 × (5/2) = 120 sq. cm.
The correct option is (D).","Triangles (Properties, Congruence, Similarity)",Geometry
Applying,"Principle of Inclusion-Exclusion, Exactly two sets",60,"Principle of Inclusion-Exclusion, Exactly two sets",Easy,True,,,,,,,,,,,12,"In a survey of 200 people, it was found that 120 read Newspaper A, 90 read Newspaper B, and 70 read Newspaper C. 40 read both A and B, 30 read both B and C, 50 read both A and C, and 20 read all three. How many people read exactly two newspapers? (TITA)",TITA,182773920,QA,40,MockSet1_QA,"Number of people who read exactly two newspapers is:
(|A∩B| + |B∩C| + |A∩C|) - 3 × |A∩B∩C|
= (40 + 30 + 50) - 3 × 20
= 120 - 60 = 60.
The number of people who read exactly two newspapers is 60.",Set Theory & Venn Diagrams,Modern Maths
Evaluating,"Properties of roots, Discriminant",-3,"Properties of roots, Discriminant",Hard,True,,,,,,,,,,,13,"If the roots of the quadratic equation x² – (k+2)x + (k²+3k+2) = 0 are α and β, and (α - β)² = N, where N is a non-negative integer. Find the sum of all possible integer values of k for which the roots α, β are real and N ≤ 1. (TITA)",TITA,394881720,QA,40,MockSet1_QA,"The equation is x² – (k+2)x + (k+1)(k+2) = 0. Roots are α, β.
α+β = k+2, αβ = (k+1)(k+2).
For real roots, Discriminant D ≥ 0. D = (α-β)².
D = (α+β)² - 4αβ = (k+2)² - 4(k+1)(k+2) = (k+2)[(k+2) - 4(k+1)] = (k+2)(-3k-2) = -(k+2)(3k+2).
Condition for real roots: -(k+2)(3k+2) ≥ 0 => (k+2)(3k+2) ≤ 0.
This holds for k ∈ [-2, -2/3].
Given N = (α-β)² = D = -(k+2)(3k+2), where N is a non-negative integer and N ≤ 1.
Case N=0: -(k+2)(3k+2) = 0. Integer solution is k = -2. This is in the valid range.
Case N=1: -(k+2)(3k+2) = 1 => 3k²+8k+5 = 0 => (3k+5)(k+1)=0. Integer solution is k = -1. This is in the valid range [-2, -2/3].
The possible integer values of k are -2 and -1.
Sum = -2 + (-1) = -3.",Quadratic Equations,Algebra
Analyzing,"Right-angled triangle, Perimeter, Sum of squares of sides",A,"Right-angled triangle, Perimeter, Sum of squares of sides",Medium,False,55 cm,A,60 cm,B,61 cm,C,65 cm,D,,,14,The perimeter of a right-angled triangle is 132 cm and the sum of the squares of its sides is 6050 cm². What is the length of the hypotenuse of the triangle?,MCQ,678912345,QA,40,MockSet1_QA,"Let the sides be a, b and hypotenuse h.
a + b + h = 132.
a² + b² + h² = 6050.
Since a² + b² = h² (Pythagorean theorem), we have h² + h² = 6050.
2h² = 6050 => h² = 3025.
h = √3025 = 55 cm.
The correct option is (A).","Triangles (Special: Equilateral, Isosceles, Right-angled)",Geometry
Analyzing,"Arithmetic Progression, N-th term from sum",20,"Arithmetic Progression, N-th term from sum",Medium,True,,,,,,,,,,,15,"The sum of the first 'n' terms of an arithmetic progression is given by Sₙ = 3n² + 5n. If the k-th term of this AP is 122, what is the value of k? (TITA)",TITA,543219876,QA,40,MockSet1_QA,"Given Sₙ = 3n² + 5n.
The n-th term Tₙ = Sₙ - Sₙ₋₁ (for n ≥ 2).
Tₙ = (3n² + 5n) - [3(n-1)² + 5(n-1)]
Tₙ = (3n² + 5n) - [3(n²-2n+1) + 5n-5]
Tₙ = (3n² + 5n) - (3n²-n-2) = 6n + 2.
This formula also works for n=1, since T₁ = S₁ = 3(1)²+5(1) = 8, and the formula gives 6(1)+2 = 8.
Given Tₖ = 122.
6k + 2 = 122 => 6k = 120 => k = 20.
The value of k is 20.","Sequences & Series (AP, GP, HP, Special Series)",Algebra
Analyzing,"Logarithmic equations, Change of base",B,"Logarithmic equations, Change of base",Medium,False,64,A,128,B,256,C,512,D,,,16,"If x and y are positive real numbers such that log₈(x³) + log₄(y²) = 7 and logₓ(8) - logᵧ(4) = 1, then the value of xy is:",MCQ,678902345,QA,40,MockSet1_QA,"The first equation is log₈(x³) + log₄(y²) = 7.
Using log_{a^m}(b^n) = (n/m)log_a(b):
log_{2³}(x³) + log_{2²}(y²) = 7.
(3/3)log₂(x) + (2/2)log₂(y) = 7.
log₂(x) + log₂(y) = 7.
log₂(xy) = 7.
xy = 2⁷ = 128.
The second equation is not required to find the value of xy.
The correct option is (B).",Logarithms,Algebra
Evaluating,"Remainders, Largest N-digit number",D,"Remainders, Largest N-digit number",Hard,False,24,A,25,B,26,C,29,D,,,17,"Let N be the largest four-digit number which when divided by 12, 15, 20 and 24 leaves remainders 8, 11, 16 and 20 respectively. What is the sum of the digits of N?",MCQ,890123456,QA,40,MockSet1_QA,"The differences between divisors and remainders are:
12-8=4, 15-11=4, 20-16=4, 24-20=4.
The common difference is 4.
So, N = k × LCM(12, 15, 20, 24) - 4.
LCM(12, 15, 20, 24) = LCM(2²×3, 3×5, 2²×5, 2³×3) = 2³×3×5 = 120.
N = 120k - 4.
We need the largest 4-digit number. 9999 / 120 ≈ 83.3.
So, the largest integer k is 83.
N = 120 × 83 - 4 = 9960 - 4 = 9956.
Sum of digits of N = 9 + 9 + 5 + 6 = 29.
The correct option is (D).",HCF & LCM,Number System
Evaluating,"Modular arithmetic, Order of element",11,"Modular arithmetic, Order of element",Hard,True,,,,,,,,,,,18,What is the smallest positive integer k such that 2026^k leaves a remainder of 1 when divided by 23? (TITA),TITA,432108765,QA,40,MockSet1_QA,"We need to find the smallest positive integer k such that 2026^k ≡ 1 (mod 23).
First, find 2026 mod 23. 2026 = 23 × 88 + 2.
So, 2026 ≡ 2 (mod 23).
The problem is now to find the smallest k such that 2^k ≡ 1 (mod 23).
By Fermat's Little Theorem, 2²² ≡ 1 (mod 23). So k must be a divisor of 22.
Divisors of 22 are 1, 2, 11, 22.
k=1: 2¹ ≡ 2 (mod 23).
k=2: 2² ≡ 4 (mod 23).
k=11: 2⁵ = 32 ≡ 9. 2¹⁰ ≡ 9² = 81 ≡ 12 (since 81 = 3×23+12). 2¹¹ ≡ 2¹⁰×2 ≡ 12×2 = 24 ≡ 1 (mod 23).
The smallest positive integer k is 11.",Remainders (incl. Remainder Theorem),Number System
Evaluating,"Variable speed, Scheduled time, Delays",B,"Variable speed, Scheduled time, Delays",Hard,False,12 minutes,A,15 minutes,B,18 minutes,C,20 minutes,D,,,19,"A bus travels from point P to point Q. On a particular day, it covers the first 40% of the distance in 50% of its scheduled time. It then encounters a delay of 'd' minutes. To arrive at Q on schedule, it has to increase its speed by 50% of its original scheduled speed for the rest of the journey. If the scheduled time for the entire journey was 2 hours 30 minutes, find the value of 'd'.",MCQ,901234567,QA,40,MockSet1_QA,"Let total distance be D and scheduled time T_sch = 2.5 hours = 150 minutes.
Original speed S_orig = D / 150.
Part 1: Distance d₁ = 0.4D. Time taken t₁ = 0.5 × 150 = 75 minutes.
Remaining distance d₂ = 0.6D.
Time remaining in the schedule for this part = 150 - 75 = 75 minutes.
Due to a delay of 'd' minutes, the time available is (75 - d) minutes.
New speed for the rest of the journey S₂ = 1.5 S_orig.
Time taken for the second part is t₂ = d₂ / S₂ = 0.6D / (1.5 S_orig) = 0.6D / (1.5 * (D/150)) = (0.6 * 150) / 1.5 = 60 minutes.
This time taken must equal the available time.
60 = 75 - d.
d = 15 minutes.
The correct option is (B).","Time, Speed & Distance (General)",Arithmetic
Analyzing,"Volume conversion, Sphere to cones",126,"Volume conversion, Sphere to cones",Medium,True,,,,,,,,,,,20,"A solid metallic sphere of radius 10.5 cm is melted and recast into a number of smaller identical cones, each of radius 3.5 cm and height 3 cm. What is the maximum number of such cones that can be formed? (Use π = 22/7) (TITA)",TITA,123567890,QA,40,MockSet1_QA,"Volume of sphere V_sph = (4/3)πR³ = (4/3)π(10.5)³.
Volume of one cone V_cone = (1/3)πr²h = (1/3)π(3.5)²(3) = π(3.5)².
Number of cones N = V_sph / V_cone = [(4/3)π(10.5)³] / [π(3.5)²].
N = (4/3) × (10.5/3.5)² × 10.5 = (4/3) × 3² × 10.5 = 4 × 3 × 10.5 = 12 × 10.5 = 126.
The maximum number of such cones is 126.","Mensuration - 3D (Volume & Surface Area: Cubes, Cuboids, Cylinders, Cones, Spheres, Prisms, Pyramids, Frustum)",Geometry
Analyzing,"Mixture replacement, Ratio change",B,"Mixture replacement, Ratio change",Medium,False,70,A,84,B,98,C,112,D,,,21,"A container has a mixture of milk and water in the ratio 7:3. If 20 litres of this mixture is removed and replaced with 20 litres of water, the ratio of milk to water becomes 7:5. What was the initial quantity of milk in the container (in litres)?",MCQ,234678901,QA,40,MockSet1_QA,"Let the initial quantities of milk and water be 7k and 3k. Total = 10k.
In 20 litres of mixture removed, milk removed = (7/10)×20 = 14 L, water removed = (3/10)×20 = 6 L.
Remaining milk = 7k - 14. Remaining water = 3k - 6.
20 litres of water is added.
New milk = 7k - 14. New water = (3k - 6) + 20 = 3k + 14.
New ratio is (7k - 14) / (3k + 14) = 7/5.
7(k - 2) / (3k + 14) = 7/5.
(k - 2) / (3k + 14) = 1/5.
5(k - 2) = 3k + 14 => 5k - 10 = 3k + 14 => 2k = 24 => k = 12.
Initial quantity of milk = 7k = 7 × 12 = 84 litres.
The correct option is (B).",Mixtures & Alligations,Arithmetic
Evaluating,"Number formation, Divisibility, Distinct digits",B,"Number formation, Divisibility, Distinct digits",Hard,False,192,A,216,B,228,C,240,D,,,22,"How many 5-digit numbers can be formed using the digits 0, 1, 2, 3, 4, 5 such that the number is divisible by 5 and no digit is repeated?",MCQ,345789012,QA,40,MockSet1_QA,"The 5-digit number must be divisible by 5, so the last digit is 0 or 5. Digits {0,1,2,3,4,5} are available and cannot be repeated.
Case 1: Unit digit is 0.
The positions are: _ _ _ _ 0.
The first digit can be chosen from {1,2,3,4,5} (5 choices).
The remaining 3 positions can be filled from the remaining 4 digits in P(4,3) ways.
Number of ways = 5 × P(4,3) = 5 × (4×3×2) = 120.
Case 2: Unit digit is 5.
The positions are: _ _ _ _ 5.
The first digit cannot be 0 or 5. It can be chosen from {1,2,3,4} (4 choices).
The remaining 3 positions can be filled from the remaining 4 digits (which include 0) in P(4,3) ways.
Number of ways = 4 × P(4,3) = 4 × (4×3×2) = 96.
Total numbers = Case 1 + Case 2 = 120 + 96 = 216.
The correct option is (B).",Permutations & Combinations,Modern Maths
