CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
Understanding,Solving age-related word problems using ratios and linear equations.,C,"Age Problems, Ratios, Linear Equations",Easy,False,70,A,75,B,80,C,85,D,,,11,"Five years ago, the ratio of the ages of Amit and Binit was 3:4. Five years hence, the ratio of their ages will be 4:5. What is the sum of their current ages in years?",MCQ,MockSet1_QA_Final_Q11,QA,40,MockSet1_QA_Final,"Let the current ages of Amit and Binit be A and B respectively.
Five years ago, their ages were A-5 and B-5. The ratio was (A-5)/(B-5) = 3/4.
This implies 4(A-5) = 3(B-5) => 4A - 20 = 3B - 15 => 4A - 3B = 5. (Equation 1)
Five years hence, their ages will be A+5 and B+5. The ratio will be (A+5)/(B+5) = 4/5.
This implies 5(A+5) = 4(B+5) => 5A + 25 = 4B + 20 => 5A - 4B = -5. (Equation 2)
A common way to solve this is to let A-5 = 3k and B-5 = 4k for some constant k.
Then A = 3k+5 and B = 4k+5.
Substitute these into the second condition (ages five years hence):
Amit's age: (3k+5)+5 = 3k+10.
Binit's age: (4k+5)+5 = 4k+10.
So, (3k+10)/(4k+10) = 4/5.
5(3k+10) = 4(4k+10)
15k + 50 = 16k + 40
k = 50 - 40 = 10.
Current age of Amit A = 3k+5 = 3(10)+5 = 35 years.
Current age of Binit B = 4k+5 = 4(10)+5 = 45 years.
The sum of their current ages = A + B = 35 + 45 = 80 years.","Ratio, Proportion & Variation",Arithmetic
Applying,Ratio of volumes of similar cones and calculating the volume of a frustum.,A,"Cone, Frustum of a Cone, Similar Solids, Volume Ratios",Medium,False,7/27,A,8/27,B,1/3,C,19/27,D,,,12,"A right circular cone of height H is cut by two planes parallel to its base. The first plane is at a height of H/3 from the apex, and the second plane is at a height of 2H/3 from the apex. What is the ratio of the volume of the frustum formed between these two planes to the volume of the original cone?",MCQ,MockSet1_QA_Final_Q12,QA,40,MockSet1_QA_Final,"Let the original cone have height H and base radius R. Its volume V_original = (1/3)πR²H.
When a cone is cut by a plane parallel to its base, the smaller cone formed at the top is similar to the original cone. The ratio of corresponding linear dimensions (like radius or height) is constant.
Let V(h) be the volume of a cone of height h, similar to the original cone, with its apex at the same point. The volume of such a cone is V(h) = V_original * (h/H)³.
Cone C1 (formed by the first plane): Height h1 = H/3 from the apex.
Volume V1 = V_original * ( (H/3)/H )³ = V_original * (1/3)³ = V_original / 27.
Cone C2 (formed by the second plane): Height h2 = 2H/3 from the apex.
Volume V2 = V_original * ( (2H/3)/H )³ = V_original * (2/3)³ = 8 * V_original / 27.
The frustum formed between these two planes is the volume of cone C2 minus the volume of cone C1.
V_frustum = V2 - V1 = (8 * V_original / 27) - (V_original / 27) = (7 * V_original / 27).
The ratio of the volume of this frustum to the volume of the original cone is:
Ratio = V_frustum / V_original = (7 * V_original / 27) / V_original = 7/27.",Mensuration - 3D,Geometry
Applying,Remainder calculation using modular arithmetic and properties of factorials (n! is divisible by 6 for n>=3).,B,"Factorials, Remainders, Modular Arithmetic, Divisibility",Medium,False,0,A,9,B,27,C,81,D,,,13,What is the remainder when (1!)^3 + (2!)^3 + (3!)^3 + ... + (100!)^3 is divided by 216?,MCQ,MockSet1_QA_Final_Q13,QA,40,MockSet1_QA_Final,"We need to find the remainder when S = (1!)^3 + (2!)^3 + (3!)^3 + ... + (100!)^3 is divided by 216.
Note that 216 = 6³.
Let's evaluate the terms:
1! = 1, so (1!)^3 = 1³ = 1.
2! = 2, so (2!)^3 = 2³ = 8.
3! = 6, so (3!)^3 = 6³ = 216.
For any integer n ≥ 3, n! contains the factors 2 and 3, and thus contains 3! = 6 as a factor. Therefore, n! is a multiple of 6. Let n! = 6k for some integer k. Then (n!)^3 = (6k)³ = 216k³, which is divisible by 216.
Therefore, (n!)^3 ≡ 0 (mod 216) for all n ≥ 3.
The sum S modulo 216 is:
S ≡ (1!)^3 + (2!)^3 + (3!)^3 + ... + (100!)^3 (mod 216)
S ≡ 1³ + 2³ + 0 + 0 + ... + 0 (mod 216)
S ≡ 1 + 8 (mod 216)
S ≡ 9 (mod 216).
The remainder is 9.",Number System,Algebra
Applying,Comparing final amounts from different investment schemes involving compound and simple interest.,B,"Compound Interest, Simple Interest, Half-yearly Compounding, Reinvestment",Medium,False,50000,A,55000,B,60000,C,60500,D,,,14,"Mr. Sharma invested a sum of ₹50,000 in a scheme offering compound interest at 20% per annum, compounded half-yearly for 2 years. Mr. Verma invested a sum P2 in another scheme offering compound interest at 10% per annum, compounded annually for 2 years. Mr. Verma then reinvested the entire amount he received in a simple interest scheme at 10% per annum for 1 year. If the final amounts received by Mr. Sharma and Mr. Verma are equal, what is the value of P2 (in ₹)?",MCQ,MockSet1_QA_Final_Q14,QA,40,MockSet1_QA_Final,"For Mr. Sharma: P1 = ₹50,000. Rate r1 = 20% p.a., compounded half-yearly. Time t1 = 2 years.
The rate per period is 20%/2 = 10% or 0.1. The number of periods is 2 years * 2 = 4.
Amount for Sharma A_S = P1 * (1 + 0.1)⁴ = 50000 * (1.1)⁴ = 50000 * 1.4641 = ₹73,205.
For Mr. Verma: Principal = P2. Rate r2 = 10% p.a., compounded annually. Time t2 = 2 years.
Amount after 2 years A_V1 = P2 * (1 + 0.1)² = P2 * (1.1)² = 1.21 * P2.
This amount is reinvested at simple interest of 10% for 1 year.
Final amount for Verma A_V_final = A_V1 * (1 + 0.10 * 1) = (1.21 * P2) * 1.1 = 1.331 * P2.
Given that the final amounts are equal: A_S = A_V_final.
73,205 = 1.331 * P2.
P2 = 73,205 / 1.331.
Since 1.331 = 1.1³, we have P2 = (50000 * 1.1⁴) / 1.1³ = 50000 * 1.1 = ₹55,000.",Compound Interest,Arithmetic
Applying,Evaluating a recursive function through iterative calculation.,19,"Recursive Functions, Sequence Evaluation, Iteration",Medium,True,,,,,,,,,,,15,"A function f(n) is defined for positive integers n such that f(1) = 3, f(2) = 7, and for n > 2, f(n) = f(n-1) - f(n-2) + 2n - 1. Find the value of f(8).",TITA,MockSet1_QA_Final_Q15,QA,40,MockSet1_QA_Final,"Given: f(1) = 3, f(2) = 7.
Recurrence relation: f(n) = f(n-1) - f(n-2) + 2n - 1 for n > 2.
f(3) = f(3-1) - f(3-2) + 2(3) - 1 = f(2) - f(1) + 6 - 1 = 7 - 3 + 5 = 4 + 5 = 9.
f(4) = f(3) - f(2) + 2(4) - 1 = 9 - 7 + 8 - 1 = 2 + 7 = 9.
f(5) = f(4) - f(3) + 2(5) - 1 = 9 - 9 + 10 - 1 = 0 + 9 = 9.
f(6) = f(5) - f(4) + 2(6) - 1 = 9 - 9 + 12 - 1 = 0 + 11 = 11.
f(7) = f(6) - f(5) + 2(7) - 1 = 11 - 9 + 14 - 1 = 2 + 13 = 15.
f(8) = f(7) - f(6) + 2(8) - 1 = 15 - 11 + 16 - 1 = 4 + 15 = 19.",Functions,Algebra
Applying,"Properties of a trapezium, specifically the length of the median and the area of a trapezium.",28,"Trapezium, Midpoint Theorem for Trapezium, Area of Trapezium",Medium,True,,,,,,,,,,,16,"In a trapezium PQRS, PQ is parallel to RS. The length of PQ is 6 cm and the length of RS is 10 cm. A line segment MN is drawn parallel to PQ (and RS) such that M is on PS and N is on QR. If M and N are midpoints of PS and QR respectively, and the perpendicular distance between PQ and RS is 8 cm, what is the area (in cm²) of the trapezium PQNM?",TITA,MockSet1_QA_Final_Q16,QA,40,MockSet1_QA_Final,"In a trapezium PQRS where PQ || RS, and M and N are midpoints of the non-parallel sides PS and QR respectively, the line segment MN is parallel to PQ and RS. The length of MN is the average of the lengths of the parallel sides PQ and RS.
Given PQ = 6 cm and RS = 10 cm.
Length of MN = (PQ + RS) / 2 = (6 + 10) / 2 = 16 / 2 = 8 cm.
The perpendicular distance (height) between PQ and RS is 8 cm. This is the height of the main trapezium PQRS.
Since MN is parallel to PQ and RS and connects the midpoints of the non-parallel sides, it divides the height of the trapezium PQRS into two equal parts.
So, the height of trapezium PQNM (the part between PQ and MN) is (Total height of PQRS) / 2 = 8 cm / 2 = 4 cm.
The area of a trapezium is given by (1/2) * (sum of parallel sides) * height.
Area of trapezium PQNM = (1/2) * (PQ + MN) * (height of PQNM)
Area(PQNM) = (1/2) * (6 + 8) * 4 = (1/2) * 14 * 4 = 7 * 4 = 28 cm².",Quadrilaterals & Polygons,Geometry
Applying,Solving a multi-step word problem by working backward from the final state.,114,"Fractional Sales, Working Backwards, Linear Equations, Word Problem",Medium,True,,,,,,,,,,,17,"A fruit vendor had a certain number of apples. He sold 1/3 of his apples plus 4 apples to the first customer. Then he sold 1/2 of the remaining apples plus 6 apples to the second customer. Finally, he sold 1/3 of the apples now remaining plus 8 apples to the third customer. If he was left with 12 apples, how many apples did he have initially?",TITA,MockSet1_QA_Final_Q17,QA,40,MockSet1_QA_Final,"Let A_initial be the initial number of apples.
We work backwards from the number of apples left.
Apples left at the end = 12.
Before the 3rd customer sale, let the number of apples be A3.
The 3rd customer bought (1/3)A3 + 8 apples.
So, A3 - [(1/3)A3 + 8] = 12
(2/3)A3 - 8 = 12
(2/3)A3 = 20
A3 = 20 * (3/2) = 30 apples.
Before the 2nd customer sale, let the number of apples be A2. (So A2 was the remainder after 1st customer).
The 2nd customer bought (1/2)A2 + 6 apples. The remainder was A3 = 30.
So, A2 - [(1/2)A2 + 6] = 30
(1/2)A2 - 6 = 30
(1/2)A2 = 36
A2 = 72 apples.
Before the 1st customer sale, let the number of apples be A1 (which is A_initial).
The 1st customer bought (1/3)A1 + 4 apples. The remainder was A2 = 72.
So, A1 - [(1/3)A1 + 4] = 72
(2/3)A1 - 4 = 72
(2/3)A1 = 76
A1 = 76 * (3/2) = 38 * 3 = 114 apples.
The initial number of apples was 114.",Percentages,Arithmetic
Applying,"Counting grid paths using combinations with a constraint (avoiding a point), using the principle of inclusion-exclusion.",C,"Grid Path Counting, Combinatorics with Constraints, Lattice Paths",Easy,False,28,A,18,B,17,C,15,D,,,18,"A person wants to travel from point A(0,0) to point B(4,3) on a grid. The person can only move right (R) or up (U). However, the path cannot pass through point X(2,1). How many distinct paths are possible from A to B under this condition?",MCQ,MockSet1_QA_Final_Q18,QA,40,MockSet1_QA_Final,"The person needs to travel from A(0,0) to B(4,3). This requires making 4 Right (R) moves and 3 Up (U) moves. The total number of moves is 4 + 3 = 7.
The total number of distinct paths from A to B without any restrictions is given by the combination formula C(Total moves, Number of R moves) or C(Total moves, Number of U moves).
Total paths = C(7, 4) = C(7, 3) = (7 * 6 * 5) / (3 * 2 * 1) = 35.
The path cannot pass through point X(2,1). To find the number of such paths, we first find the number of paths that do pass through X and subtract this from the total number of paths.
A path passing through X consists of a path from A(0,0) to X(2,1) followed by a path from X(2,1) to B(4,3).
1. Number of paths from A(0,0) to X(2,1): This requires 2 R moves and 1 U move. Total moves = 2 + 1 = 3.
Paths_AX = C(3, 2) = C(3, 1) = 3.
2. Number of paths from X(2,1) to B(4,3): This requires (4-2) = 2 R moves and (3-1) = 2 U moves. Total moves = 2 + 2 = 4.
Paths_XB = C(4, 2) = (4 * 3) / (2 * 1) = 6.
The number of paths from A to B that pass through X is Paths_AX * Paths_XB = 3 * 6 = 18.
The number of distinct paths from A to B that do not pass through X is:
Total paths - Paths through X = 35 - 18 = 17.",Permutations & Combinations,Modern Maths
Applying,Using Vieta's formulas for a cubic equation whose roots are in arithmetic progression.,71,"Cubic Equations, Roots in Arithmetic Progression, Vieta's Formulas",Medium,True,,,,,,,,,,,19,The roots of the cubic equation x³ - 15x² + kx - 105 = 0 are in arithmetic progression. What is the value of k?,TITA,MockSet1_QA_Final_Q19,QA,40,MockSet1_QA_Final,"Let the roots of the cubic equation x³ - 15x² + kx - 105 = 0 be α-δ, α, α+δ, since they are in arithmetic progression.
From Vieta's formulas, the sum of the roots is:
(α-δ) + α + (α+δ) = -(-15)/1
3α = 15
α = 5.
Since α = 5 is a root of the equation, it must satisfy the equation. Substitute x = 5 into the polynomial:
(5)³ - 15(5)² + k(5) - 105 = 0
125 - 15(25) + 5k - 105 = 0
125 - 375 + 5k - 105 = 0
Calculating the constants: 125 - 375 = -250.
So, -250 + 5k - 105 = 0
5k - 355 = 0
5k = 355
k = 355 / 5 = 71.",Polynomials,Algebra
Analyzing,Solving a complex TSD problem by setting up and solving algebraic equations based on two different scenarios of delay and early arrival.,D,"Variable Speed, Delays, Scheduled Time, Algebraic Modelling, Multi-condition Problem",Hard,False,40,A,45,B,50,C,60,D,,,20,"A bus operates on a fixed route of 300 km. On Monday, it started its journey 30 minutes late. It travelled at its scheduled speed for the first half of the distance, and then increased its speed by 25% for the remaining half, reaching its destination on schedule (i.e., covering the 30-minute delay). On Tuesday, it started on time, travelled the first 60 km at its scheduled speed, then had a breakdown for 15 minutes. For the rest of the journey, it increased its speed by 20% over the scheduled speed and reached 25 minutes early. What is the scheduled speed of the bus in km/hr?",MCQ,MockSet1_QA_Final_Q20,QA,40,MockSet1_QA_Final,"Let the scheduled speed of the bus be S km/hr and the route length be D = 300 km.
The scheduled time of journey T = D/S = 300/S hours.
Monday's journey:
The bus started 30 minutes (0.5 hours) late.
It reached its destination on schedule, which means the actual travel time was T - 0.5 hours.
Actual travel time = (300/S) - 0.5 hours.
The first half of the distance (150 km) was covered at speed S. Time taken T1 = 150/S hours.
The remaining half of the distance (150 km) was covered at speed 1.25S (25% increase). Time taken T2 = 150 / (1.25S) = 150 / (5S/4) = (150 * 4) / (5S) = 120/S hours.
Total actual travel time = T1 + T2 = 150/S + 120/S = 270/S hours.
Equating the actual travel time: 270/S = 300/S - 0.5
0.5 = 300/S - 270/S
0.5 = 30/S
S = 30 / 0.5 = 60 km/hr.
The scheduled speed is 60 km/hr.","Time, Speed & Distance (General)",Arithmetic
Understanding,"Application of fundamental algebraic identities like (a+b)², (a-b)², and a³+b³.",C,"Algebraic Identities, System of Equations, Integer Properties",Easy,False,61/7,A,289/7,B,169/7,C,31/7,D,,,21,"If a and b are positive integers such that a² + b² = 289 and ab = 120, what is the value of (a³ + b³) / ((a+b)(a-b)), assuming a > b?",MCQ,MockSet1_QA_Final_Q21,QA,40,MockSet1_QA_Final,"Given: a² + b² = 289 and ab = 120. a, b are positive integers and a > b.
We use the algebraic identities:
(a+b)² = a² + b² + 2ab
(a+b)² = 289 + 2(120) = 289 + 240 = 529.
Since a and b are positive, a+b must be positive. So, a+b = √529 = 23.
(a-b)² = a² + b² - 2ab
(a-b)² = 289 - 2(120) = 289 - 240 = 49.
Since a > b, a-b must be positive. So, a-b = √49 = 7.
We need to evaluate the expression (a³ + b³) / ((a+b)(a-b)).
Numerator: a³ + b³ = (a+b)(a² - ab + b²)
We can rewrite a² - ab + b² as (a² + b²) - ab.
So, a³ + b³ = (a+b)((a² + b²) - ab) = 23 * (289 - 120) = 23 * 169.
Denominator: (a+b)(a-b) = 23 * 7.
The expression is (23 * 169) / (23 * 7).
Canceling out 23 from numerator and denominator: 169 / 7.",Basics of Algebra & Identities,Algebra
