CognitiveSkillLevel,ConceptTested,CorrectAnswerValue,DetailedTags,DifficultyLevelPredicted,IsTITA,OptionAText,OptionAValue,OptionBText,OptionBValue,OptionCText,OptionCValue,OptionDText,OptionDValue,PassageOrSetContent,PassageOrSetID,QuestionNumberInSection,QuestionPrompt,QuestionType,QuestionUniqueID,SectionName,SectionTimeLimitMinutes,SetID,SolutionExplanation,SubTopic,Topic
Applying,Solving logarithmic equations using change of base,A,"Logarithmic_Equations, Change_of_Base",Medium,FALSE,18,A,20,B,12,C,10,D,,,11,"If log₂(x) + logₓ(16) = 5, where x > 1, find the sum of the possible values of x.",MCQ,Q187,QA,40,MockSet_CAT_QA_004,"log₂(x) + logₓ(16) = 5.
Using change of base formula: logₓ(16) = log₂(16) / log₂(x) = 4 / log₂(x).
Let y = log₂(x). The equation becomes y + 4/y = 5.
y² + 4 = 5y => y² - 5y + 4 = 0.
Factoring: (y-1)(y-4) = 0. So y=1 or y=4.
If y=1: log₂(x) = 1 => x = 2¹ = 2.
If y=4: log₂(x) = 4 => x = 2⁴ = 16.
Both values satisfy x > 1.
Sum of possible values = 2 + 16 = 18.
The correct option is (A).",Logarithms,Algebra
Analyzing,Relative speed on an escalator,120,"TSD_Escalators, Relative_Speed",Medium,TRUE,,,,,,,,,,,12,Rohan walks up a moving escalator (moving upwards) in 30 seconds taking 60 steps. Sohan walks up the same moving escalator in 20 seconds taking 80 steps. How many steps are visible on the escalator when it is stationary?,TITA,Q188,QA,40,MockSet_CAT_QA_004,"Let N be the total number of steps on the stationary escalator and v_e be the escalator's speed in steps/sec.
The number of steps on the escalator is the sum of steps walked by the person and steps moved by the escalator.
For Rohan: N = 60 (walked) + 30 (time) × v_e. (1)
For Sohan: N = 80 (walked) + 20 (time) × v_e. (2)
Equating (1) and (2):
60 + 30v_e = 80 + 20v_e.
10v_e = 20 => v_e = 2 steps/sec.
Substitute v_e back into equation (1):
N = 60 + 30(2) = 60 + 60 = 120 steps.
The answer is 120.","Time, Speed & Distance",Arithmetic
Applying,Application of Angle Bisector Theorem on triangle areas,C,"Angle_Bisector_Theorem, Area_Ratio",Medium,FALSE,60 sq cm,A,65 sq cm,B,70 sq cm,C,75 sq cm,D,,,13,"In a triangle ABC, the internal bisector of angle A meets BC at D. If AB = 10 cm, AC = 14 cm, and the area of triangle ABD is 50 sq cm, what is the area of triangle ACD?",MCQ,Q189,QA,40,MockSet_CAT_QA_004,"By the Angle Bisector Theorem, the bisector of an angle in a triangle divides the opposite side in the ratio of the other two sides.
BD/DC = AB/AC = 10/14 = 5/7.
Triangles ABD and ACD have the same height (the altitude from vertex A to base BC).
The ratio of their areas is equal to the ratio of their bases.
Area(ΔABD) / Area(ΔACD) = BD/DC = 5/7.
Given Area(ΔABD) = 50 sq cm.
50 / Area(ΔACD) = 5/7.
Area(ΔACD) = (50 × 7) / 5 = 10 × 7 = 70 sq cm.
The correct option is (C).",Triangles,Geometry
Applying,Solving system of congruences (Chinese Remainder Theorem),C,"Chinese_Remainder_Theorem, System_of_Congruences",Medium,FALSE,11,A,12,B,13,C,14,D,,,14,"A number when divided by 7 leaves a remainder of 3, and when divided by 11 leaves a remainder of 5. If the number is between 300 and 400, what is the sum of its digits?",MCQ,Q190,QA,40,MockSet_CAT_QA_004,"Let the number be N.
N = 7a + 3 and N = 11b + 5.
From the second condition, N can be 5, 16, 27, 38, 49, 60, ...
Check these values for the first condition (N ≡ 3 mod 7):
38 = 7(5) + 3. This fits. So, one solution is 38.
The general solution is N = LCM(7, 11)k + 38 = 77k + 38.
We need N to be between 300 and 400.
If k=3, N = 77(3) + 38 = 231 + 38 = 269 (Too small).
If k=4, N = 77(4) + 38 = 308 + 38 = 346. This is in the range.
If k=5, N = 77(5) + 38 = 385 + 38 = 423 (Too large).
The number is 346.
Sum of its digits = 3 + 4 + 6 = 13.
The correct option is (C).",Remainders (incl. Remainder Theorem),Number System
Analyzing,Counting integer solutions with constraints (Case Analysis),15,"Distribution_IdenticalItems, Case_Analysis, Upper_Bounds",Hard,TRUE,,,,,,,,,,,15,"Find the number of non-negative integer solutions to the equation x + y + z + w = 6 such that 0 ≤ x ≤ 3, 0 ≤ y ≤ 2, 0 ≤ z ≤ 3, and 0 ≤ w ≤ 1.",TITA,Q191,QA,40,MockSet_CAT_QA_004,"The equation is x + y + z + w = 6, with constraints 0≤x≤3, 0≤y≤2, 0≤z≤3, 0≤w≤1.
Case 1: w = 0. The equation becomes x + y + z = 6.
 • If y = 0, x+z=6. With x≤3, z≤3, the only solution is (x,z) = (3,3). (1 sol)
 • If y = 1, x+z=5. Solutions: (2,3), (3,2). (2 sols)
 • If y = 2, x+z=4. Solutions: (1,3), (2,2), (3,1). (3 sols)
Total for w=0: 1+2+3 = 6 solutions.
Case 2: w = 1. The equation becomes x + y + z = 5.
 • If y = 0, x+z=5. Solutions: (2,3), (3,2). (2 sols)
 • If y = 1, x+z=4. Solutions: (1,3), (2,2), (3,1). (3 sols)
 • If y = 2, x+z=3. Solutions: (0,3), (1,2), (2,1), (3,0). (4 sols)
Total for w=1: 2+3+4 = 9 solutions.
Total number of solutions = 6 + 9 = 15.
The answer is 15.",Permutations & Combinations,Modern Maths
Applying,Direct variation and percentage change,D,"Direct_Variation, Proportionality, Percentage_Loss",Medium,FALSE,72.50%,A,75.50%,B,77.50%,C,86.40%,D,,,16,"The value of a diamond is proportional to the cube of its weight. A diamond weighing 20 grams, valued at Rs. 64,000, breaks into three pieces whose weights are in the ratio 1:2:2. What is the percentage loss in the value of the diamond due to the breakage?",MCQ,Q192,QA,40,MockSet_CAT_QA_004,"Value V is proportional to cube of weight W, so V = kW³.
Given W=20g, V=Rs. 64,000.
64000 = k(20)³ = 8000k => k = 8.
So, V = 8W³.
The diamond breaks into pieces with weights in ratio 1:2:2.
Original weight = 20g. Let the weights be u, 2u, 2u.
u + 2u + 2u = 5u = 20g => u = 4g.
The pieces weigh 4g, 8g, and 8g.
Original Value, V_orig = 8(20³) = 64,000.
New Total Value, V_new = 8(4³) + 8(8³) + 8(8³) = 8(64) + 8(512) + 8(512) = 512 + 4096 + 4096 = 8704.
Loss in value = 64000 - 8704 = 55296.
Percentage Loss = (Loss / Original Value) × 100 = (55296 / 64000) × 100 = 86.4%.
The correct option is (D).","Ratio, Proportion & Variation",Arithmetic
Analyzing,Solving absolute value (modulus) inequalities,B,"Modulus_Inequality, Quadratic_Inequality, Case_Analysis",Hard,FALSE,1,A,2,B,3,C,4,D,,,17,Find the number of integer solutions to the inequality |x² - 2x - 3| < 3x - 3.,MCQ,Q193,QA,40,MockSet_CAT_QA_004,"The inequality is |x² - 2x - 3| < 3x - 3.
The LHS is non-negative, so the RHS must be positive: 3x - 3 > 0 => x > 1.
The expression inside the modulus is x² - 2x - 3 = (x-3)(x+1).
Case 1: x² - 2x - 3 ≥ 0. This holds for x ≥ 3 or x ≤ -1. With x > 1, this case applies for x ≥ 3.
The inequality is: x² - 2x - 3 < 3x - 3 => x² - 5x < 0 => x(x-5) < 0.
This is true for 0 < x < 5. The intersection with x ≥ 3 is 3 ≤ x < 5. Integer solutions: 3, 4.
Case 2: x² - 2x - 3 < 0. This holds for -1 < x < 3. With x > 1, this case applies for 1 < x < 3.
The inequality is: -(x² - 2x - 3) < 3x - 3 => -x² + 2x + 3 < 3x - 3 => 0 < x² + x - 6.
This is 0 < (x+3)(x-2), which is true for x > 2 or x < -3. The intersection with 1 < x < 3 is 2 < x < 3. No integer solutions here.
The only integer solutions are 3 and 4. There are 2 solutions.
The correct option is (B).",Inequalities (Linear & Quadratic),Algebra
Applying,Work and time with inlet/outlet pipes,60,"Pipes_and_Cisterns, Efficiency, Work_Rate",Medium,TRUE,,,,,,,,,,,18,"Three pipes A, B, and C are connected to a tank. A and B are inlet pipes that can fill the tank individually in 20 minutes and 30 minutes, respectively. C is an outlet pipe. When all three pipes are opened together, the tank gets filled in 15 minutes. In how many minutes can pipe C alone empty the full tank?",TITA,Q194,QA,40,MockSet_CAT_QA_004,"Let the tank capacity be LCM(20, 30, 15) = 60 units.
Rate of A = 60/20 = +3 units/min.
Rate of B = 60/30 = +2 units/min.
Rate of A+B+C = 60/15 = +4 units/min.
Let the rate of C be R_C.
(Rate A) + (Rate B) + (Rate C) = (Rate A+B+C).
3 + 2 + R_C = 4 => 5 + R_C = 4 => R_C = -1 unit/min.
The negative sign confirms C is an outlet pipe.
Time for C alone to empty the full tank (60 units) = Capacity / |Rate of C| = 60 / 1 = 60 minutes.
The answer is 60.",Time & Work,Arithmetic
Applying,Finding sum of a range of terms in an AP from S_n,B,"Sum_of_n_terms, Finding_nth_term, Arithmetic_Progression",Medium,FALSE,252,A,282,B,300,C,312,D,,,19,The sum of the first 'n' terms of a series is given by S_n = 3n² + 5n. The sum of the 5th term to the 10th term (inclusive) of this series is:,MCQ,Q195,QA,40,MockSet_CAT_QA_004,"The nth term T_n is given by T_n = S_n - S_{n-1} for n ≥ 2.
T_n = (3n² + 5n) - [3(n-1)² + 5(n-1)]
T_n = (3n² + 5n) - [3(n²-2n+1) + 5n-5]
T_n = (3n² + 5n) - (3n² - 6n + 3 + 5n - 5)
T_n = 3n² + 5n - (3n² - n - 2) = 6n + 2.
This is an AP. First term T₁ = 3(1)²+5(1) = 8. Check: 6(1)+2 = 8.
We need the sum from the 5th to the 10th term.
This is an AP with 6 terms. First term is T₅ = 6(5)+2 = 32. Last term is T₁₀ = 6(10)+2 = 62.
Sum = (Number of terms / 2) × (First term + Last term) = (6/2) × (32 + 62) = 3 × 94 = 282.
The correct option is (B).","Sequences & Series (AP, GP, HP, Special Series)",Algebra
Applying,Compound interest growth and time calculation,B,"CI_Amount_Tupling_FindTime, ExponentialGrowth",Medium,FALSE,20 years,A,25 years,B,30 years,C,37.5 years,D,,,20,"A sum of money becomes 8 times itself in 15 years at a certain rate of compound interest, compounded annually. In how many years will it become 32 times itself at the same rate?",MCQ,Q196,QA,40,MockSet_CAT_QA_004,"Let Principal=P, rate=R, Amount=A. A = P(1 + R/100)ᵗ.
In 15 years, amount becomes 8P.
8P = P(1 + R/100)¹⁵ => 8 = (1 + R/100)¹⁵.
2³ = (1 + R/100)¹⁵.
Taking the 15th root: 2^(3/15) = 1 + R/100 => 2^(1/5) = 1 + R/100.
Let T be the time for the amount to become 32P.
32P = P(1 + R/100)ᵀ => 32 = (1 + R/100)ᵀ.
2⁵ = (2^(1/5))ᵀ = 2^(T/5).
Equating the powers of 2: 5 = T/5 => T = 25 years.
The correct option is (B).",Compound Interest,Arithmetic
Applying,Venn diagrams and set theory for 'exactly one' category,900,"Two_Sets, Inclusion-Exclusion, Exactly_One_Set",Medium,TRUE,,,,,,,,,,,21,"In an examination, 70% of the candidates passed in English, 65% passed in Mathematics, and 15% failed in both subjects. If 315 candidates passed in exactly one subject, what was the total number of candidates who appeared for the examination?",TITA,Q197,QA,40,MockSet_CAT_QA_004,"Let P(E) be the percentage passing in English and P(M) be for Maths.
P(E) = 70%, P(M) = 65%.
Percentage failing in both, P(E' ∩ M') = 15%.
By De Morgan's laws, P(E∪M) = 1 - P(E' ∩ M') = 100% - 15% = 85%.
This is the percentage of candidates who passed in at least one subject.
P(E∪M) = P(E) + P(M) - P(E∩M).
85% = 70% + 65% - P(E∩M).
85% = 135% - P(E∩M) => P(E∩M) = 50%. This is the percentage who passed both.
Percentage passing in exactly one subject = P(E∪M) - P(E∩M) = 85% - 50% = 35%.
Given that 315 candidates passed in exactly one subject.
Let T be the total number of candidates. 0.35 × T = 315.
T = 315 / 0.35 = 31500 / 35 = 900.
The total number of candidates was 900.
The answer is 900.",Set Theory & Venn Diagrams,Modern Maths
Applying,Algebraic identities involving x + 1/x,C,"Algebraic_Identities, x+1/x_identities, Algebraic_Simplification",Easy,FALSE,12,A,15,B,18,C,2√21,D,,,22,"If (x² + 1/x²) = 7, and x > 0, what is the value of (x³ + 1/x³)?",MCQ,Q198,QA,40,MockSet_CAT_QA_004,"Given x² + 1/x² = 7.
(x + 1/x)² = x² + 1/x² + 2(x)(1/x) = 7 + 2 = 9.
Since x > 0, we take the positive root: x + 1/x = 3.
The identity for the sum of cubes is x³ + 1/x³ = (x + 1/x)³ - 3(x)(1/x)(x + 1/x).
x³ + 1/x³ = (3)³ - 3(1)(3) = 27 - 9 = 18.
The correct option is (C).",Basics of Algebra & Identities,Algebra
